epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,36931.6,1.04725,0.53772,1.02741,0.85427,0.83199,0.87927,0.5679,0.72851,0.48555,0.92971,0.00490857,0.00490857,0.00490857
182,37135.9,1.03997,0.53733,1.02318,0.8541,0.83207,0.87915,0.56801,0.72851,0.48586,0.92965,0.00488029,0.00488029,0.00488029
183,37338.8,1.04787,0.5451,1.02666,0.85322,0.83138,0.87876,0.56778,0.7285,0.4857,0.92964,0.004852,0.004852,0.004852
184,37542.3,1.04926,0.54311,1.02606,0.85351,0.83146,0.87856,0.56782,0.72834,0.48553,0.92963,0.00482371,0.00482371,0.00482371
185,37746.6,1.03791,0.53462,1.02578,0.85401,0.83131,0.87884,0.56808,0.72848,0.48515,0.92965,0.00479543,0.00479543,0.00479543
186,37950.8,1.04145,0.53677,1.0264,0.85326,0.83174,0.87881,0.56776,0.72824,0.48464,0.92953,0.00476714,0.00476714,0.00476714
187,38155.2,1.05182,0.53889,1.02605,0.85394,0.83255,0.87873,0.56827,0.72814,0.48467,0.92945,0.00473886,0.00473886,0.00473886
188,38360.3,1.05132,0.53724,1.025,0.85214,0.83242,0.87837,0.56847,0.72819,0.48469,0.92947,0.00471057,0.00471057,0.00471057
189,38564,1.03987,0.54221,1.02539,0.85278,0.83171,0.87841,0.56875,0.72828,0.48511,0.92953,0.00468229,0.00468229,0.00468229
190,38767.6,1.03207,0.53653,1.02232,0.85285,0.8318,0.87856,0.56882,0.7283,0.48508,0.92953,0.004654,0.004654,0.004654
191,38971.7,1.03967,0.53761,1.02947,0.85285,0.83158,0.87849,0.5687,0.72802,0.48566,0.92939,0.00462571,0.00462571,0.00462571
192,39176.7,1.03256,0.53953,1.02103,0.85214,0.8323,0.87837,0.5683,0.72794,0.48553,0.92932,0.00459743,0.00459743,0.00459743
193,39381,1.04104,0.53815,1.01847,0.85342,0.8342,0.87939,0.56879,0.72794,0.48548,0.92929,0.00456914,0.00456914,0.00456914
194,39585.3,1.02317,0.5379,1.01771,0.85339,0.83423,0.87945,0.5689,0.72794,0.4855,0.92927,0.00454086,0.00454086,0.00454086
195,39789.3,1.03255,0.53811,1.02118,0.85284,0.83308,0.87881,0.56867,0.7278,0.48505,0.9292,0.00451257,0.00451257,0.00451257
196,39992.8,1.04319,0.53852,1.02374,0.8538,0.83408,0.87952,0.56907,0.72774,0.48554,0.92905,0.00448429,0.00448429,0.00448429
197,40197.2,1.03656,0.54117,1.02364,0.85347,0.83359,0.87955,0.56915,0.72752,0.48548,0.92899,0.004456,0.004456,0.004456
198,40401.4,1.03747,0.54497,1.02226,0.85253,0.8323,0.87913,0.56888,0.72748,0.48508,0.92901,0.00442771,0.00442771,0.00442771
199,40604.1,1.02416,0.5311,1.02003,0.85331,0.83341,0.87944,0.56923,0.72731,0.48534,0.92894,0.00439943,0.00439943,0.00439943
200,40807.7,1.02625,0.53064,1.01491,0.85293,0.83381,0.87949,0.56927,0.72734,0.48522,0.92892,0.00437114,0.00437114,0.00437114
201,41011.5,1.02771,0.54131,1.02319,0.85341,0.83428,0.87976,0.5689,0.72731,0.48463,0.92896,0.00434286,0.00434286,0.00434286
202,41215.6,1.01633,0.53505,1.02043,0.85281,0.83392,0.8794,0.5692,0.72712,0.48455,0.92891,0.00431457,0.00431457,0.00431457
203,41420.1,1.02445,0.52967,1.01766,0.85182,0.83219,0.87921,0.56897,0.72708,0.48456,0.92888,0.00428629,0.00428629,0.00428629
204,41624.5,1.0265,0.53414,1.01935,0.85265,0.83253,0.87921,0.56922,0.72693,0.48463,0.92882,0.004258,0.004258,0.004258
205,41829.1,1.03572,0.53925,1.0264,0.85009,0.83225,0.87852,0.56921,0.72692,0.48427,0.92882,0.00422971,0.00422971,0.00422971
206,42033.4,1.03364,0.52909,1.02133,0.85056,0.83274,0.87887,0.5693,0.72672,0.4844,0.92877,0.00420143,0.00420143,0.00420143
207,42237.6,1.03966,0.54779,1.02049,0.85153,0.83234,0.879,0.56913,0.72652,0.48455,0.92875,0.00417314,0.00417314,0.00417314
208,42440.3,1.01927,0.53387,1.01825,0.85202,0.83211,0.87921,0.56961,0.72653,0.48406,0.92881,0.00414486,0.00414486,0.00414486
209,42643.9,1.01763,0.53111,1.01563,0.85151,0.83172,0.87899,0.56944,0.72647,0.4843,0.92873,0.00411657,0.00411657,0.00411657
210,42848.3,1.0256,0.53826,1.01898,0.85161,0.83238,0.87948,0.56991,0.72644,0.4844,0.92871,0.00408829,0.00408829,0.00408829
211,43052.4,1.02575,0.53312,1.01888,0.85161,0.83189,0.8791,0.56918,0.72638,0.4849,0.92858,0.00406,0.00406,0.00406
212,43255.7,1.02637,0.53214,1.01517,0.85129,0.83235,0.8792,0.56956,0.72623,0.48483,0.92857,0.00403171,0.00403171,0.00403171
213,43459.8,1.01538,0.53216,1.01205,0.85087,0.83259,0.87909,0.56964,0.72616,0.48477,0.92843,0.00400343,0.00400343,0.00400343
214,43663.4,1.0307,0.5424,1.01975,0.8513,0.83225,0.87887,0.56959,0.72609,0.48491,0.92838,0.00397514,0.00397514,0.00397514
215,43866.5,1.02383,0.52888,1.01556,0.85069,0.83243,0.87869,0.56993,0.72603,0.48493,0.92838,0.00394686,0.00394686,0.00394686
216,44070.5,1.02931,0.5357,1.01848,0.85029,0.8319,0.87841,0.56978,0.72599,0.4848,0.92838,0.00391857,0.00391857,0.00391857
217,44275.5,1.01934,0.52371,1.01811,0.85041,0.83197,0.87853,0.56926,0.72605,0.4848,0.92833,0.00389029,0.00389029,0.00389029
218,44478.7,1.02061,0.53018,1.01904,0.85026,0.8319,0.87859,0.56936,0.7259,0.48464,0.92826,0.003862,0.003862,0.003862
219,44681.8,1.02439,0.5267,1.01337,0.84974,0.83187,0.87843,0.56923,0.72582,0.48469,0.92821,0.00383371,0.00383371,0.00383371
220,44886.8,1.02486,0.53117,1.01511,0.84968,0.83191,0.87865,0.56944,0.72573,0.48465,0.92825,0.00380543,0.00380543,0.00380543
221,45090.8,1.01427,0.52811,1.01107,0.84985,0.8319,0.87872,0.56968,0.72565,0.48484,0.92821,0.00377714,0.00377714,0.00377714
222,45295.3,1.01587,0.52445,1.01532,0.84986,0.83185,0.87876,0.56991,0.7258,0.48465,0.92826,0.00374886,0.00374886,0.00374886
223,45498.9,1.02572,0.53035,1.02348,0.84975,0.832,0.87904,0.57024,0.72559,0.48426,0.92828,0.00372057,0.00372057,0.00372057
224,45702.1,1.01119,0.53023,1.01359,0.84982,0.8321,0.87913,0.57017,0.72552,0.48469,0.92827,0.00369229,0.00369229,0.00369229
225,45905.4,1.00469,0.52435,1.01568,0.84941,0.8323,0.87912,0.56978,0.72544,0.48468,0.92816,0.003664,0.003664,0.003664
226,46109.4,1.01527,0.52905,1.01,0.84946,0.83241,0.87909,0.56993,0.72548,0.48462,0.92809,0.00363571,0.00363571,0.00363571
227,46313,1.01407,0.52696,1.01743,0.84967,0.83186,0.87894,0.56987,0.72536,0.48447,0.92812,0.00360743,0.00360743,0.00360743
228,46515.8,1.01102,0.52185,1.01509,0.84973,0.83183,0.87901,0.56945,0.72533,0.48481,0.92808,0.00357914,0.00357914,0.00357914
229,46719.3,1.01724,0.52842,1.01873,0.84987,0.83192,0.87895,0.56988,0.72526,0.4847,0.92807,0.00355086,0.00355086,0.00355086
230,46923.7,1.01205,0.52878,1.01274,0.84894,0.83257,0.87911,0.56986,0.72531,0.48464,0.928,0.00352257,0.00352257,0.00352257
231,47127.6,1.01923,0.53214,1.01682,0.84887,0.83252,0.87876,0.57013,0.72519,0.48477,0.92792,0.00349429,0.00349429,0.00349429
232,47331.2,1.012,0.5278,1.01434,0.84931,0.83307,0.87914,0.57027,0.7252,0.48474,0.92791,0.003466,0.003466,0.003466
233,47535.4,1.00211,0.51596,1.01277,0.84983,0.83254,0.87876,0.56978,0.72517,0.48461,0.92787,0.00343771,0.00343771,0.00343771
234,47738.3,1.01675,0.52863,1.02082,0.84935,0.83256,0.87864,0.56958,0.72515,0.48467,0.92791,0.00340943,0.00340943,0.00340943
235,47941.9,1.01597,0.52764,1.01609,0.84951,0.83316,0.87866,0.56996,0.72504,0.48489,0.92784,0.00338114,0.00338114,0.00338114
236,48146.6,1.01787,0.53174,1.01739,0.84988,0.83329,0.87894,0.57025,0.72518,0.48489,0.92788,0.00335286,0.00335286,0.00335286
237,48350.3,0.99626,0.52132,1.00933,0.84922,0.83343,0.8791,0.57078,0.72511,0.48474,0.92783,0.00332457,0.00332457,0.00332457
238,48553.5,1.00825,0.53175,1.01467,0.84899,0.8336,0.87914,0.57053,0.72498,0.48487,0.92782,0.00329629,0.00329629,0.00329629
239,48756.9,1.00396,0.52321,1.01701,0.84916,0.83348,0.87918,0.57036,0.72499,0.48487,0.92777,0.003268,0.003268,0.003268
240,48961.8,1.01383,0.52289,1.01629,0.84996,0.83249,0.87898,0.57038,0.72506,0.48498,0.92782,0.00323971,0.00323971,0.00323971
241,49165.9,1.01128,0.52236,1.00981,0.84908,0.83307,0.87914,0.57043,0.72511,0.485,0.92774,0.00321143,0.00321143,0.00321143
242,49370,1.00439,0.51905,1.01053,0.8495,0.83279,0.87889,0.57053,0.7251,0.48495,0.92769,0.00318314,0.00318314,0.00318314
243,49574.7,1.00171,0.52541,1.00882,0.84943,0.83257,0.87878,0.57057,0.72493,0.48484,0.92763,0.00315486,0.00315486,0.00315486
244,49778,1.00387,0.52744,1.0202,0.84961,0.83278,0.87888,0.57082,0.72478,0.48477,0.92766,0.00312657,0.00312657,0.00312657
245,49983.3,0.99812,0.52089,1.01437,0.84926,0.8338,0.87921,0.57099,0.72473,0.48476,0.92767,0.00309829,0.00309829,0.00309829
246,50188.2,0.98926,0.52094,1.00771,0.84927,0.83374,0.87917,0.57099,0.72473,0.48445,0.92764,0.00307,0.00307,0.00307
247,50393.1,1.00528,0.52837,1.01514,0.84942,0.83379,0.87916,0.57086,0.7247,0.4843,0.92769,0.00304171,0.00304171,0.00304171
248,50597.1,1.00805,0.52731,1.01611,0.84961,0.83387,0.87932,0.57085,0.7246,0.48404,0.92769,0.00301343,0.00301343,0.00301343
249,50801,0.98804,0.51291,1.00953,0.84926,0.83381,0.87916,0.57089,0.72451,0.4841,0.92767,0.00298514,0.00298514,0.00298514
250,51005.1,1.0111,0.52854,1.01317,0.84972,0.83369,0.87917,0.57115,0.72449,0.48388,0.92763,0.00295686,0.00295686,0.00295686
251,51208.9,0.98919,0.51349,1.00702,0.85037,0.83383,0.8793,0.57092,0.72436,0.484,0.92761,0.00292857,0.00292857,0.00292857
252,51412.7,0.99762,0.51785,1.01029,0.8502,0.83395,0.87937,0.57099,0.7244,0.48398,0.92765,0.00290029,0.00290029,0.00290029
253,51617.1,0.99402,0.51904,1.01253,0.8503,0.83371,0.87914,0.571,0.7241,0.48427,0.92758,0.002872,0.002872,0.002872
254,51821.6,0.99967,0.52313,1.00645,0.8498,0.83314,0.8788,0.57095,0.72407,0.48411,0.92759,0.00284371,0.00284371,0.00284371
255,52024.8,1.00721,0.52702,1.01939,0.85013,0.83344,0.87903,0.57119,0.72405,0.48434,0.92761,0.00281543,0.00281543,0.00281543
256,52228.2,0.99735,0.52476,1.00964,0.85024,0.83336,0.87904,0.57117,0.72384,0.48431,0.92758,0.00278714,0.00278714,0.00278714
257,52432.3,0.98851,0.52096,1.01064,0.84974,0.83341,0.87891,0.57112,0.72367,0.48438,0.92753,0.00275886,0.00275886,0.00275886
258,52636.7,0.99163,0.51423,1.00838,0.85017,0.83384,0.87908,0.57112,0.72351,0.48433,0.92754,0.00273057,0.00273057,0.00273057
259,52840.6,0.99667,0.51831,1.01142,0.85042,0.83364,0.87913,0.57099,0.72346,0.48421,0.92753,0.00270229,0.00270229,0.00270229
260,53043.6,0.99267,0.51516,1.00794,0.85025,0.83349,0.87913,0.57087,0.72346,0.48422,0.92754,0.002674,0.002674,0.002674
261,53247.1,1.00312,0.52188,1.01503,0.85041,0.83374,0.87939,0.57124,0.72337,0.48437,0.92743,0.00264571,0.00264571,0.00264571
262,53451.4,0.98198,0.51549,1.00926,0.84988,0.83371,0.87928,0.57119,0.72312,0.48419,0.9274,0.00261743,0.00261743,0.00261743
263,53654.5,0.99305,0.50991,1.00677,0.85033,0.83425,0.87971,0.57134,0.72318,0.48442,0.92748,0.00258914,0.00258914,0.00258914
264,53858.6,0.99774,0.51439,1.00421,0.85064,0.83454,0.87994,0.57125,0.72307,0.48424,0.92735,0.00256086,0.00256086,0.00256086
265,54062.1,0.99336,0.51502,1.00657,0.85059,0.83453,0.88006,0.57141,0.72288,0.48404,0.92736,0.00253257,0.00253257,0.00253257
266,54266.3,0.98663,0.51385,1.00474,0.8503,0.83478,0.88007,0.57149,0.72286,0.48349,0.92734,0.00250429,0.00250429,0.00250429
267,54470.2,0.977,0.51589,1.00429,0.85048,0.83492,0.88029,0.57166,0.72273,0.48398,0.92735,0.002476,0.002476,0.002476
268,54674.3,0.99212,0.51444,1.00457,0.85071,0.83478,0.88021,0.57168,0.72263,0.48407,0.92736,0.00244771,0.00244771,0.00244771
269,54879.6,1.00355,0.52358,1.01638,0.85103,0.8349,0.87991,0.57173,0.72252,0.48425,0.92734,0.00241943,0.00241943,0.00241943
270,55084,0.9851,0.5138,1.00405,0.85182,0.83521,0.88027,0.57188,0.72254,0.48409,0.92733,0.00239114,0.00239114,0.00239114
271,55287.2,0.97105,0.51375,1.0019,0.85214,0.8357,0.88094,0.572,0.7225,0.48417,0.92727,0.00236286,0.00236286,0.00236286
272,55490.8,0.97874,0.51706,1.00763,0.85068,0.83507,0.88026,0.5717,0.7225,0.48425,0.92728,0.00233457,0.00233457,0.00233457
273,55693.9,0.97535,0.50396,1.00221,0.85062,0.8352,0.88036,0.57171,0.72236,0.48398,0.92721,0.00230629,0.00230629,0.00230629
274,55897.6,0.98724,0.5155,1.01187,0.8513,0.83595,0.88073,0.5719,0.72232,0.48406,0.92721,0.002278,0.002278,0.002278
275,56100.9,0.97879,0.51236,1.00716,0.85094,0.8362,0.88059,0.57193,0.72235,0.48414,0.92724,0.00224971,0.00224971,0.00224971
276,56303.9,0.97044,0.51289,1.00009,0.85132,0.83597,0.88079,0.57237,0.72226,0.4842,0.92727,0.00222143,0.00222143,0.00222143
277,56508.2,0.97341,0.50948,0.99858,0.85093,0.83693,0.88142,0.57245,0.72223,0.48462,0.92734,0.00219314,0.00219314,0.00219314
278,56712.5,0.97653,0.50476,1.00152,0.85016,0.83695,0.8812,0.57244,0.72218,0.48471,0.92732,0.00216486,0.00216486,0.00216486
279,56915.8,0.97459,0.51132,1.00318,0.84908,0.83627,0.88036,0.57212,0.72212,0.48451,0.92729,0.00213657,0.00213657,0.00213657
280,57119.7,0.96592,0.50855,1.00171,0.84875,0.83586,0.88032,0.57203,0.72225,0.48469,0.92732,0.00210829,0.00210829,0.00210829
281,57322.8,0.96657,0.51053,1.00033,0.84902,0.83618,0.88089,0.57217,0.72221,0.48458,0.92738,0.00208,0.00208,0.00208
282,57526.4,0.97021,0.5148,1.00606,0.84787,0.83559,0.88082,0.57227,0.72218,0.48425,0.92737,0.00205171,0.00205171,0.00205171
283,57730.2,0.96741,0.50199,1.00573,0.84802,0.83574,0.88077,0.5726,0.722,0.48418,0.92736,0.00202343,0.00202343,0.00202343
284,57934,0.97023,0.50369,0.99341,0.8483,0.83564,0.8808,0.57259,0.722,0.48438,0.92738,0.00199514,0.00199514,0.00199514
285,58137.2,0.97608,0.50973,1.00698,0.84808,0.83565,0.88077,0.57282,0.72186,0.48427,0.92731,0.00196686,0.00196686,0.00196686
286,58341.2,0.96758,0.51452,1.00192,0.84911,0.83549,0.88087,0.57267,0.72188,0.4841,0.92728,0.00193857,0.00193857,0.00193857
287,58545,0.97215,0.50562,1.00145,0.84892,0.83544,0.88077,0.57264,0.72187,0.4841,0.92732,0.00191029,0.00191029,0.00191029
288,58748.1,0.98301,0.50821,1.00582,0.84846,0.83575,0.88062,0.57285,0.72181,0.48426,0.92729,0.001882,0.001882,0.001882
289,58953,0.95931,0.50152,0.99645,0.84849,0.83576,0.88068,0.57279,0.72181,0.48428,0.92733,0.00185371,0.00185371,0.00185371
290,59157,0.97332,0.50549,1.00069,0.84754,0.83597,0.88046,0.57287,0.72188,0.48424,0.92736,0.00182543,0.00182543,0.00182543
291,59359.7,0.96604,0.50854,0.99812,0.84753,0.83597,0.88065,0.57262,0.72181,0.48416,0.92736,0.00179714,0.00179714,0.00179714
292,59563.5,0.95599,0.49751,0.99658,0.84651,0.83477,0.87984,0.57252,0.72178,0.48416,0.92736,0.00176886,0.00176886,0.00176886
293,59767.7,0.96966,0.51174,1.00141,0.84626,0.83582,0.88055,0.5726,0.72162,0.48431,0.92734,0.00174057,0.00174057,0.00174057
294,59970.7,0.95049,0.49494,0.99569,0.84584,0.83609,0.88026,0.57246,0.72158,0.48417,0.92732,0.00171229,0.00171229,0.00171229
295,60174.6,0.96606,0.49829,0.99861,0.84531,0.83537,0.87991,0.57263,0.72151,0.48408,0.92736,0.001684,0.001684,0.001684
296,60377.7,0.9778,0.51031,1.004,0.84603,0.83599,0.88063,0.57287,0.72128,0.48408,0.9273,0.00165571,0.00165571,0.00165571
297,60581,0.96694,0.50529,0.99997,0.8452,0.83514,0.87985,0.57259,0.7212,0.48386,0.9273,0.00162743,0.00162743,0.00162743
298,60784.6,0.95075,0.5027,0.99587,0.84685,0.83683,0.88062,0.57277,0.72118,0.48391,0.9273,0.00159914,0.00159914,0.00159914
299,60988.4,0.96028,0.50419,0.99744,0.8466,0.83619,0.88035,0.57283,0.72101,0.48409,0.92726,0.00157086,0.00157086,0.00157086
300,61192.7,0.9492,0.49391,0.99456,0.84569,0.8351,0.87995,0.57264,0.72104,0.48422,0.92731,0.00154257,0.00154257,0.00154257
301,61396.7,0.95483,0.50248,0.99783,0.84597,0.83535,0.88018,0.57274,0.72098,0.48417,0.92725,0.00151429,0.00151429,0.00151429
302,61600.1,0.95647,0.5048,0.99727,0.84603,0.83546,0.87994,0.57261,0.72083,0.48425,0.92722,0.001486,0.001486,0.001486
303,61804.1,0.95638,0.49692,0.99209,0.84635,0.83507,0.87995,0.57258,0.72091,0.48409,0.92719,0.00145771,0.00145771,0.00145771
304,62007.5,0.95308,0.50166,0.99697,0.84667,0.83589,0.88041,0.57292,0.72077,0.484,0.92715,0.00142943,0.00142943,0.00142943
305,62210.8,0.95106,0.50285,0.9948,0.84647,0.83543,0.87987,0.57269,0.72081,0.48373,0.92718,0.00140114,0.00140114,0.00140114
306,62414.7,0.96091,0.50282,0.99563,0.84693,0.83504,0.87991,0.5726,0.72065,0.48367,0.92716,0.00137286,0.00137286,0.00137286
307,62618.6,0.94831,0.50152,0.9949,0.84642,0.83523,0.87968,0.57265,0.72055,0.48375,0.92714,0.00134457,0.00134457,0.00134457
308,62822.3,0.95874,0.50275,0.99811,0.84638,0.83526,0.87993,0.57275,0.7205,0.48364,0.92709,0.00131629,0.00131629,0.00131629
309,63026.3,0.94739,0.50172,0.98923,0.8477,0.83592,0.88042,0.57289,0.72051,0.48409,0.92702,0.001288,0.001288,0.001288
310,63229.4,0.95068,0.502,0.99929,0.84584,0.83471,0.87955,0.57291,0.72049,0.48407,0.92705,0.00125971,0.00125971,0.00125971
311,63432.7,0.94083,0.49951,0.99688,0.84612,0.83506,0.8799,0.57309,0.72027,0.48392,0.92701,0.00123143,0.00123143,0.00123143
312,63636.8,0.94985,0.50121,0.99299,0.847,0.83628,0.88033,0.57302,0.7202,0.48392,0.92697,0.00120314,0.00120314,0.00120314
313,63840.5,0.94811,0.4988,0.99484,0.84788,0.8361,0.88028,0.57309,0.72019,0.48357,0.92696,0.00117486,0.00117486,0.00117486
314,64044.6,0.95256,0.4968,0.99477,0.84624,0.83582,0.8799,0.57292,0.72011,0.48385,0.92694,0.00114657,0.00114657,0.00114657
315,64247.7,0.93715,0.49849,0.99482,0.84647,0.83514,0.87967,0.57333,0.72005,0.4841,0.92697,0.00111829,0.00111829,0.00111829
316,64450.7,0.94975,0.49531,0.99348,0.84704,0.83572,0.88004,0.573,0.72016,0.48404,0.92699,0.00109,0.00109,0.00109
317,64653.5,0.9511,0.49798,0.99076,0.84618,0.83611,0.87982,0.57325,0.72017,0.48414,0.92696,0.00106171,0.00106171,0.00106171
318,64857.9,0.94341,0.50321,0.99063,0.8477,0.83652,0.88012,0.57281,0.72019,0.48441,0.92706,0.00103343,0.00103343,0.00103343
319,65062.4,0.94908,0.50097,0.99302,0.84679,0.83558,0.8795,0.57285,0.72016,0.48482,0.92707,0.00100514,0.00100514,0.00100514
320,65266.3,0.93583,0.4939,0.98707,0.84737,0.83631,0.8798,0.57282,0.72002,0.48459,0.92705,0.000976857,0.000976857,0.000976857
321,65469.7,0.92758,0.48443,0.987,0.84761,0.83646,0.87955,0.57295,0.71994,0.48463,0.92703,0.000948571,0.000948571,0.000948571
322,65673.9,0.94066,0.49321,0.99434,0.84752,0.83653,0.87964,0.57296,0.71997,0.48438,0.92711,0.000920286,0.000920286,0.000920286
323,65877,0.92214,0.48708,0.98585,0.84743,0.83675,0.87962,0.57283,0.72006,0.48446,0.92708,0.000892,0.000892,0.000892
324,66080.5,0.94373,0.49246,0.99031,0.84741,0.83668,0.8795,0.57298,0.71989,0.48434,0.92712,0.000863714,0.000863714,0.000863714
325,66283.4,0.93585,0.49172,0.98904,0.84716,0.83675,0.8794,0.57328,0.7199,0.48436,0.92706,0.000835429,0.000835429,0.000835429
326,66487.2,0.93207,0.49485,0.98748,0.84746,0.8363,0.87935,0.5732,0.7197,0.48427,0.92703,0.000807143,0.000807143,0.000807143
327,66690.9,0.94195,0.49891,0.98897,0.84756,0.83624,0.87953,0.5733,0.71978,0.48528,0.92704,0.000778857,0.000778857,0.000778857
328,66894.9,0.93851,0.49284,0.98925,0.84762,0.83627,0.87958,0.57359,0.71989,0.48521,0.927,0.000750571,0.000750571,0.000750571
329,67099.4,0.92695,0.48741,0.9861,0.84798,0.83587,0.87947,0.57363,0.71973,0.48544,0.92697,0.000722286,0.000722286,0.000722286
330,67302.9,0.93034,0.48631,0.98709,0.84692,0.8353,0.87923,0.57359,0.71968,0.48541,0.92694,0.000694,0.000694,0.000694
331,67506,0.93498,0.48744,0.9887,0.84697,0.8351,0.8791,0.57352,0.7197,0.48545,0.92694,0.000665714,0.000665714,0.000665714
332,67709.8,0.93341,0.49116,0.98798,0.84679,0.83405,0.87894,0.57357,0.71958,0.48554,0.92693,0.000637429,0.000637429,0.000637429
333,67912.8,0.92305,0.48146,0.9836,0.84731,0.8353,0.87912,0.57373,0.71961,0.48573,0.92693,0.000609143,0.000609143,0.000609143
334,68116.4,0.93296,0.48952,0.99094,0.84762,0.83504,0.87923,0.57387,0.71957,0.48551,0.92698,0.000580857,0.000580857,0.000580857
335,68320,0.92698,0.48747,0.98236,0.84694,0.83398,0.87866,0.57354,0.71951,0.48557,0.92704,0.000552571,0.000552571,0.000552571
336,68523.9,0.92939,0.49557,0.98671,0.84826,0.83556,0.87924,0.57374,0.71945,0.48529,0.92702,0.000524286,0.000524286,0.000524286
337,68728.7,0.92551,0.48613,0.98581,0.84833,0.83531,0.87937,0.57416,0.71945,0.48523,0.92696,0.000496,0.000496,0.000496
338,68933.4,0.92456,0.48775,0.98879,0.84878,0.83505,0.87955,0.57389,0.71942,0.48502,0.92689,0.000467714,0.000467714,0.000467714
339,69137.4,0.93149,0.49022,0.9856,0.84794,0.83396,0.87938,0.57376,0.71946,0.48515,0.92687,0.000439429,0.000439429,0.000439429
340,69340.5,0.92026,0.4827,0.98586,0.84846,0.83433,0.87939,0.57419,0.7195,0.48534,0.92683,0.000411143,0.000411143,0.000411143
341,69547.5,0.93407,0.48354,1.01125,0.84852,0.83428,0.87953,0.57401,0.71941,0.48506,0.92681,0.000382857,0.000382857,0.000382857
342,69748.6,0.92648,0.47979,1.00707,0.84915,0.83507,0.87978,0.57425,0.71925,0.48479,0.92681,0.000354571,0.000354571,0.000354571
343,69949.2,0.93249,0.48269,1.01238,0.84881,0.83391,0.87961,0.57434,0.7192,0.48497,0.92681,0.000326286,0.000326286,0.000326286
344,70150.5,0.92612,0.4802,1.00597,0.84897,0.83395,0.87962,0.57409,0.7192,0.48487,0.9268,0.000298,0.000298,0.000298
345,70352.7,0.92049,0.4815,1.00403,0.84893,0.83399,0.87987,0.57421,0.71921,0.48477,0.92691,0.000269714,0.000269714,0.000269714
346,70553.4,0.92012,0.479,1.00609,0.84894,0.83368,0.87975,0.57431,0.71892,0.48472,0.92687,0.000241429,0.000241429,0.000241429
347,70754.4,0.9261,0.47914,1.00726,0.84845,0.83341,0.87958,0.57398,0.71886,0.4847,0.92687,0.000213143,0.000213143,0.000213143
348,70955.9,0.91979,0.47429,1.00555,0.84948,0.83419,0.88015,0.57399,0.7187,0.4845,0.92686,0.000184857,0.000184857,0.000184857
349,71156.9,0.91433,0.47632,1.00113,0.84939,0.83341,0.87971,0.57422,0.7185,0.4843,0.92681,0.000156571,0.000156571,0.000156571
350,71358.9,0.91687,0.47812,1.00347,0.8498,0.83409,0.87988,0.57444,0.7185,0.48446,0.92682,0.000128286,0.000128286,0.000128286
