epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,36560.5,1.10558,0.57004,1.05662,0.86045,0.82742,0.8807,0.55772,0.75679,0.48889,0.94028,0.00493686,0.00493686,0.00493686
181,36764.1,1.10913,0.55718,1.05152,0.8593,0.82732,0.88027,0.55785,0.75678,0.48893,0.94027,0.00490857,0.00490857,0.00490857
182,36967.2,1.10657,0.55428,1.04735,0.85941,0.8259,0.87992,0.55775,0.75673,0.48883,0.9402,0.00488029,0.00488029,0.00488029
183,37170.3,1.11344,0.56178,1.05399,0.85912,0.82601,0.87975,0.55786,0.75674,0.48846,0.94018,0.004852,0.004852,0.004852
184,37373.1,1.11089,0.5604,1.05182,0.86036,0.82623,0.88069,0.55762,0.75659,0.48832,0.94009,0.00482371,0.00482371,0.00482371
185,37576,1.09714,0.5504,1.05323,0.85903,0.82523,0.87955,0.55754,0.75666,0.48833,0.94007,0.00479543,0.00479543,0.00479543
186,37779.2,1.10215,0.55704,1.05525,0.86004,0.82557,0.87969,0.55727,0.75646,0.48814,0.94,0.00476714,0.00476714,0.00476714
187,37982.2,1.11276,0.55711,1.05522,0.86063,0.82478,0.87977,0.55747,0.75625,0.48815,0.93991,0.00473886,0.00473886,0.00473886
188,38185.2,1.11293,0.55803,1.04783,0.85974,0.82476,0.87951,0.5577,0.7561,0.48808,0.93986,0.00471057,0.00471057,0.00471057
189,38388,1.10094,0.56221,1.05026,0.85989,0.82511,0.87956,0.55769,0.75591,0.4878,0.93987,0.00468229,0.00468229,0.00468229
190,38591.1,1.09671,0.55429,1.04912,0.8598,0.82422,0.87878,0.55768,0.75585,0.48758,0.93983,0.004654,0.004654,0.004654
191,38793.1,1.10105,0.55236,1.05619,0.85952,0.82407,0.87871,0.55748,0.75577,0.48732,0.93976,0.00462571,0.00462571,0.00462571
192,38996.5,1.09395,0.5534,1.04395,0.85974,0.82417,0.87886,0.5574,0.75566,0.48678,0.93978,0.00459743,0.00459743,0.00459743
193,39199.5,1.10362,0.55423,1.04259,0.85944,0.82461,0.87878,0.55745,0.75564,0.48677,0.93979,0.00456914,0.00456914,0.00456914
194,39402.1,1.0889,0.55108,1.04598,0.85934,0.82396,0.87868,0.55772,0.75557,0.487,0.93971,0.00454086,0.00454086,0.00454086
195,39604.4,1.09595,0.55499,1.04886,0.8591,0.82414,0.87854,0.55751,0.75545,0.48681,0.9397,0.00451257,0.00451257,0.00451257
196,39807.5,1.10708,0.55554,1.04616,0.85863,0.82405,0.87837,0.55792,0.75526,0.48693,0.9396,0.00448429,0.00448429,0.00448429
197,40010.3,1.09799,0.55647,1.04803,0.85861,0.8223,0.87842,0.55749,0.75512,0.487,0.9396,0.004456,0.004456,0.004456
198,40213.7,1.10101,0.55987,1.04627,0.86008,0.82335,0.87814,0.55802,0.75507,0.48688,0.93952,0.00442771,0.00442771,0.00442771
199,40416.4,1.08231,0.54711,1.0446,0.85869,0.82268,0.87827,0.5576,0.75497,0.48665,0.93952,0.00439943,0.00439943,0.00439943
200,40619.6,1.09015,0.54879,1.04151,0.85868,0.82372,0.87812,0.55753,0.75487,0.48643,0.93947,0.00437114,0.00437114,0.00437114
201,40823.3,1.08878,0.5578,1.04374,0.85777,0.82331,0.87825,0.55751,0.7546,0.48655,0.93938,0.00434286,0.00434286,0.00434286
202,41025.3,1.07693,0.55315,1.04313,0.85714,0.82276,0.87805,0.55762,0.75457,0.48634,0.9394,0.00431457,0.00431457,0.00431457
203,41229.7,1.08736,0.54682,1.04271,0.85837,0.82464,0.87837,0.55751,0.75447,0.48604,0.93938,0.00428629,0.00428629,0.00428629
204,41432.4,1.08671,0.54946,1.0403,0.85809,0.82573,0.87823,0.55766,0.75427,0.48628,0.93937,0.004258,0.004258,0.004258
205,41635.4,1.0972,0.55329,1.04775,0.85872,0.82512,0.8785,0.55767,0.75405,0.4865,0.93928,0.00422971,0.00422971,0.00422971
206,41838.4,1.09614,0.55089,1.04064,0.85838,0.82627,0.87863,0.5575,0.7539,0.48652,0.93923,0.00420143,0.00420143,0.00420143
207,42041.9,1.10234,0.56456,1.04488,0.85853,0.82602,0.87886,0.55775,0.75378,0.48602,0.93916,0.00417314,0.00417314,0.00417314
208,42243.8,1.08066,0.55379,1.041,0.85883,0.82619,0.87911,0.55801,0.75347,0.48646,0.93912,0.00414486,0.00414486,0.00414486
209,42446.3,1.07553,0.54663,1.03808,0.85826,0.82665,0.87987,0.55805,0.75343,0.48683,0.93903,0.00411657,0.00411657,0.00411657
210,42649.2,1.08885,0.55545,1.04235,0.85765,0.82502,0.87904,0.55782,0.75332,0.48743,0.93893,0.00408829,0.00408829,0.00408829
211,42851.6,1.08846,0.55014,1.04032,0.85698,0.82413,0.87842,0.55762,0.75333,0.48756,0.93891,0.00406,0.00406,0.00406
212,43055.1,1.08636,0.54644,1.03584,0.85756,0.82497,0.87848,0.55765,0.75315,0.4871,0.93883,0.00403171,0.00403171,0.00403171
213,43258.6,1.07614,0.55079,1.03468,0.85668,0.82435,0.87857,0.55768,0.75303,0.48661,0.93871,0.00400343,0.00400343,0.00400343
214,43461.5,1.09319,0.56012,1.045,0.85637,0.82546,0.87843,0.55724,0.75306,0.48641,0.93865,0.00397514,0.00397514,0.00397514
215,43665.5,1.08504,0.54865,1.04141,0.85682,0.8259,0.87832,0.55738,0.7532,0.48665,0.93858,0.00394686,0.00394686,0.00394686
216,43868.9,1.08994,0.55292,1.04131,0.85665,0.82583,0.87751,0.55709,0.75321,0.48642,0.93856,0.00391857,0.00391857,0.00391857
217,44072.8,1.08121,0.54257,1.03918,0.85692,0.82591,0.87768,0.55744,0.75309,0.48653,0.93854,0.00389029,0.00389029,0.00389029
218,44275.2,1.08289,0.5463,1.04593,0.85698,0.82611,0.87787,0.55735,0.75303,0.48672,0.9385,0.003862,0.003862,0.003862
219,44478.6,1.08326,0.53956,1.03617,0.85676,0.82557,0.87789,0.55693,0.75297,0.4869,0.93842,0.00383371,0.00383371,0.00383371
220,44681.9,1.08407,0.5489,1.03809,0.85743,0.82625,0.87889,0.55764,0.7528,0.48616,0.93834,0.00380543,0.00380543,0.00380543
221,44884.6,1.07394,0.54583,1.03316,0.85683,0.82669,0.87912,0.55759,0.75259,0.48672,0.93825,0.00377714,0.00377714,0.00377714
222,45087.4,1.07472,0.54229,1.03766,0.85786,0.82652,0.87926,0.55752,0.75256,0.48662,0.93823,0.00374886,0.00374886,0.00374886
223,45289.9,1.08835,0.54757,1.04554,0.85739,0.82717,0.87902,0.55729,0.75255,0.48635,0.9382,0.00372057,0.00372057,0.00372057
224,45493.9,1.07186,0.54849,1.03332,0.85621,0.82549,0.87777,0.55746,0.75235,0.48639,0.93815,0.00369229,0.00369229,0.00369229
225,45697.3,1.06477,0.53985,1.04014,0.85646,0.8268,0.87831,0.55753,0.75227,0.48662,0.93812,0.003664,0.003664,0.003664
226,45900.2,1.07763,0.55255,1.03635,0.85658,0.82554,0.87727,0.55737,0.75214,0.48698,0.93809,0.00363571,0.00363571,0.00363571
227,46104.5,1.0749,0.54549,1.04013,0.85678,0.82566,0.87731,0.55746,0.75213,0.48695,0.93811,0.00360743,0.00360743,0.00360743
228,46307.3,1.07164,0.53832,1.03786,0.85681,0.8258,0.87827,0.55774,0.75201,0.4866,0.93808,0.00357914,0.00357914,0.00357914
229,46510.3,1.0753,0.54498,1.04135,0.85534,0.82457,0.87742,0.55787,0.7519,0.48646,0.938,0.00355086,0.00355086,0.00355086
230,46714.3,1.07126,0.54279,1.03684,0.85462,0.82574,0.8776,0.55775,0.75192,0.48643,0.93794,0.00352257,0.00352257,0.00352257
231,46916.2,1.08005,0.54961,1.04251,0.85437,0.8262,0.87799,0.55788,0.75179,0.48675,0.93792,0.00349429,0.00349429,0.00349429
232,47119.9,1.0709,0.54577,1.0346,0.85375,0.82633,0.87802,0.55818,0.75173,0.48629,0.93786,0.003466,0.003466,0.003466
233,47322.7,1.06021,0.53482,1.0351,0.8543,0.82625,0.87784,0.55792,0.75161,0.48594,0.93777,0.00343771,0.00343771,0.00343771
234,47525.4,1.07772,0.54569,1.04198,0.85408,0.82572,0.87761,0.55801,0.75152,0.48539,0.9377,0.00340943,0.00340943,0.00340943
235,47727.8,1.08051,0.54347,1.03738,0.85489,0.82531,0.87767,0.5579,0.75169,0.48548,0.9377,0.00338114,0.00338114,0.00338114
236,47931.7,1.07635,0.54905,1.03767,0.85557,0.82537,0.87757,0.55802,0.75144,0.48573,0.93763,0.00335286,0.00335286,0.00335286
237,48134.3,1.05866,0.53932,1.03029,0.85487,0.82633,0.87775,0.55808,0.75123,0.48592,0.93755,0.00332457,0.00332457,0.00332457
238,48337.3,1.07057,0.54736,1.03694,0.85531,0.8271,0.87842,0.55798,0.75116,0.48582,0.9375,0.00329629,0.00329629,0.00329629
239,48539.1,1.06229,0.54016,1.03708,0.85553,0.82675,0.87857,0.55816,0.75109,0.48608,0.9375,0.003268,0.003268,0.003268
240,48742.2,1.07672,0.5419,1.03583,0.85533,0.82675,0.87855,0.55821,0.75109,0.4861,0.93752,0.00323971,0.00323971,0.00323971
241,48946.9,1.06714,0.53782,1.03216,0.85462,0.82715,0.87862,0.55806,0.75107,0.48609,0.93748,0.00321143,0.00321143,0.00321143
242,49149.7,1.06839,0.53664,1.03627,0.85404,0.82648,0.87821,0.55802,0.75092,0.48594,0.93746,0.00318314,0.00318314,0.00318314
243,49352.8,1.06278,0.54029,1.03061,0.85416,0.82641,0.87812,0.55807,0.75071,0.486,0.93738,0.00315486,0.00315486,0.00315486
244,49555.6,1.06348,0.5441,1.04035,0.85434,0.82623,0.87808,0.55837,0.75065,0.48617,0.93736,0.00312657,0.00312657,0.00312657
245,49759.2,1.05738,0.53735,1.03398,0.85428,0.82635,0.87793,0.55856,0.7504,0.48633,0.93724,0.00309829,0.00309829,0.00309829
246,49961.4,1.0512,0.53635,1.02851,0.85493,0.82721,0.87844,0.55881,0.75017,0.48633,0.93713,0.00307,0.00307,0.00307
247,50164.6,1.06514,0.54653,1.0394,0.8542,0.82743,0.87847,0.55853,0.75004,0.48645,0.93704,0.00304171,0.00304171,0.00304171
248,50367.1,1.06947,0.54854,1.03964,0.85459,0.82729,0.87839,0.55908,0.74979,0.4865,0.93703,0.00301343,0.00301343,0.00301343
249,50570,1.0474,0.53116,1.03273,0.85434,0.82745,0.8783,0.55913,0.74963,0.48667,0.93696,0.00298514,0.00298514,0.00298514
250,50773.5,1.07324,0.54491,1.03765,0.85506,0.82744,0.8784,0.55923,0.74936,0.48621,0.93695,0.00295686,0.00295686,0.00295686
251,50976.6,1.05138,0.53132,1.02957,0.85509,0.82752,0.87831,0.55956,0.74926,0.4862,0.93682,0.00292857,0.00292857,0.00292857
252,51179.4,1.05693,0.53405,1.03472,0.85473,0.82742,0.87839,0.55945,0.74915,0.48642,0.93679,0.00290029,0.00290029,0.00290029
253,51382.3,1.05377,0.53481,1.03579,0.85487,0.82736,0.87847,0.55948,0.74914,0.48651,0.93674,0.002872,0.002872,0.002872
254,51585.4,1.06243,0.54103,1.03004,0.85466,0.82753,0.87848,0.55948,0.74896,0.48719,0.93663,0.00284371,0.00284371,0.00284371
255,51789.5,1.0669,0.54114,1.04115,0.85467,0.82736,0.8783,0.55947,0.7488,0.48754,0.93661,0.00281543,0.00281543,0.00281543
256,51992.1,inf,0.54319,1.03317,0.85519,0.82858,0.87831,0.55964,0.74869,0.48733,0.93653,0.00278714,0.00278714,0.00278714
257,52196.2,1.04743,0.5372,1.02997,0.85451,0.82848,0.87797,0.55931,0.74875,0.48723,0.9365,0.00275886,0.00275886,0.00275886
258,52399,1.05205,0.53608,1.02952,0.85608,0.82949,0.87852,0.55941,0.74858,0.48765,0.9364,0.00273057,0.00273057,0.00273057
259,52602.3,1.05375,0.53622,1.02878,0.85361,0.82997,0.8783,0.55943,0.74839,0.4875,0.93636,0.00270229,0.00270229,0.00270229
260,52805.2,1.05618,0.53396,1.02876,0.85414,0.82992,0.87833,0.55934,0.7484,0.4878,0.93628,0.002674,0.002674,0.002674
261,53009.3,1.06497,0.53921,1.03628,0.85304,0.83035,0.87853,0.55949,0.74829,0.48793,0.9362,0.00264571,0.00264571,0.00264571
262,53212.7,1.04053,0.53204,1.03042,0.85237,0.83051,0.87838,0.55953,0.74812,0.4882,0.9362,0.00261743,0.00261743,0.00261743
263,53416.5,1.05611,0.52949,1.02875,0.85235,0.83158,0.87964,0.55999,0.74805,0.48817,0.93618,0.00258914,0.00258914,0.00258914
264,53620.2,1.05562,0.5319,1.02665,0.85082,0.83096,0.87829,0.55974,0.74796,0.48789,0.93609,0.00256086,0.00256086,0.00256086
265,53823.1,1.05296,0.53251,1.02923,0.85335,0.83117,0.8797,0.55993,0.7477,0.48738,0.93598,0.00253257,0.00253257,0.00253257
266,54027,1.04939,0.53214,1.02531,0.85235,0.83037,0.87864,0.56006,0.74741,0.48737,0.93592,0.00250429,0.00250429,0.00250429
267,54230.3,1.03682,0.53115,1.02514,0.85285,0.83117,0.87914,0.56024,0.7473,0.48698,0.93589,0.002476,0.002476,0.002476
268,54433.8,1.05379,0.53054,1.02621,0.85263,0.83049,0.87868,0.56016,0.74702,0.48709,0.93577,0.00244771,0.00244771,0.00244771
269,54636.7,1.06279,0.54121,1.03852,0.85327,0.831,0.879,0.56019,0.74696,0.48711,0.93574,0.00241943,0.00241943,0.00241943
270,54840.3,1.04607,0.53281,1.02768,0.85333,0.83091,0.87864,0.56002,0.74688,0.48747,0.93574,0.00239114,0.00239114,0.00239114
271,55043.4,1.03055,0.52807,1.02247,0.85093,0.82964,0.87797,0.56024,0.74663,0.4874,0.93565,0.00236286,0.00236286,0.00236286
272,55245.9,1.04181,0.5326,1.02634,0.85228,0.82952,0.87785,0.56032,0.74649,0.48737,0.93557,0.00233457,0.00233457,0.00233457
273,55449.8,1.03212,0.52178,1.0211,0.85333,0.83027,0.87879,0.56045,0.74627,0.48757,0.93548,0.00230629,0.00230629,0.00230629
274,55653.4,1.04649,0.53413,1.0317,0.8537,0.83024,0.87889,0.5604,0.7462,0.48767,0.93546,0.002278,0.002278,0.002278
275,55857.1,1.04005,0.53069,1.02878,0.85239,0.82939,0.87804,0.56055,0.74599,0.48744,0.93538,0.00224971,0.00224971,0.00224971
276,56060.8,1.03385,0.53047,1.02373,0.85248,0.82922,0.87814,0.56084,0.74583,0.48702,0.93531,0.00222143,0.00222143,0.00222143
277,56265.7,1.03469,0.52904,1.02188,0.85306,0.82927,0.87835,0.5607,0.74566,0.48692,0.93527,0.00219314,0.00219314,0.00219314
278,56469.8,1.03559,0.51937,1.02375,0.85227,0.82858,0.87793,0.56101,0.7456,0.48663,0.93525,0.00216486,0.00216486,0.00216486
279,56672.7,1.03551,0.52968,1.02596,0.85249,0.82856,0.87849,0.56098,0.74535,0.48627,0.93524,0.00213657,0.00213657,0.00213657
280,56877,1.02783,0.52484,1.02214,0.85215,0.82812,0.87811,0.56091,0.74517,0.48628,0.93517,0.00210829,0.00210829,0.00210829
281,57079.3,1.02919,0.52887,1.01978,0.85262,0.82811,0.87862,0.56142,0.74518,0.48603,0.93515,0.00208,0.00208,0.00208
282,57282.8,1.03204,0.53274,1.02798,0.85345,0.82888,0.87975,0.56135,0.7451,0.48613,0.93515,0.00205171,0.00205171,0.00205171
283,57486.2,1.03004,0.51738,1.02775,0.85367,0.82879,0.87985,0.56158,0.74479,0.48617,0.93509,0.00202343,0.00202343,0.00202343
284,57691.5,1.03191,0.52149,1.01708,0.85322,0.82837,0.87931,0.56181,0.74472,0.48648,0.93503,0.00199514,0.00199514,0.00199514
285,57894.1,1.03587,0.5285,1.02942,0.85308,0.82885,0.87937,0.56189,0.74455,0.48606,0.93493,0.00196686,0.00196686,0.00196686
286,58096.7,1.03203,0.53257,1.02238,0.85217,0.8291,0.87922,0.56188,0.74452,0.48583,0.93492,0.00193857,0.00193857,0.00193857
287,58299.8,1.03435,0.52302,1.02264,0.85253,0.82892,0.87919,0.56154,0.7445,0.48602,0.93488,0.00191029,0.00191029,0.00191029
288,58503,1.04296,0.52209,1.02724,0.85267,0.82931,0.87952,0.56173,0.74438,0.48583,0.93481,0.001882,0.001882,0.001882
289,58706.3,1.02165,0.51854,1.0192,0.85257,0.82928,0.87926,0.56177,0.74428,0.4859,0.93476,0.00185371,0.00185371,0.00185371
290,58910,1.03584,0.52368,1.02348,0.85265,0.82959,0.87929,0.56182,0.74403,0.48611,0.93473,0.00182543,0.00182543,0.00182543
291,59114,1.02825,0.52537,1.01927,0.85245,0.82924,0.87929,0.5617,0.74403,0.48622,0.9347,0.00179714,0.00179714,0.00179714
292,59316.3,1.01677,0.514,1.01875,0.85248,0.82922,0.87932,0.56184,0.74383,0.4861,0.93464,0.00176886,0.00176886,0.00176886
293,59521.4,1.03713,0.53027,1.02369,0.85261,0.82937,0.87936,0.56195,0.7437,0.48615,0.93462,0.00174057,0.00174057,0.00174057
294,59725.5,1.01567,0.51472,1.01824,0.85232,0.82996,0.87931,0.56185,0.74356,0.48598,0.93453,0.00171229,0.00171229,0.00171229
295,59929.4,1.02646,0.51429,1.02066,0.85303,0.82921,0.87976,0.56192,0.74347,0.48578,0.93449,0.001684,0.001684,0.001684
296,60133,1.04152,0.52729,1.02619,0.85285,0.82986,0.87942,0.5621,0.74341,0.48554,0.93442,0.00165571,0.00165571,0.00165571
297,60337.1,1.02902,0.52294,1.02221,0.85373,0.8303,0.88007,0.56209,0.7433,0.48572,0.9344,0.00162743,0.00162743,0.00162743
298,60541.5,1.01732,0.52095,1.01858,0.85387,0.83045,0.88031,0.56207,0.74306,0.48572,0.93434,0.00159914,0.00159914,0.00159914
299,60744.5,1.02488,0.52049,1.0171,0.85323,0.83009,0.87926,0.56218,0.74291,0.48586,0.93423,0.00157086,0.00157086,0.00157086
300,60947.3,1.01057,0.51043,1.01292,0.85324,0.83048,0.87874,0.5623,0.74282,0.48589,0.93423,0.00154257,0.00154257,0.00154257
301,61151,1.01923,0.51904,1.0186,0.85353,0.83061,0.87895,0.56235,0.74278,0.48556,0.93413,0.00151429,0.00151429,0.00151429
302,61354.9,1.02082,0.5212,1.01801,0.85366,0.83115,0.87863,0.56229,0.74269,0.48521,0.93409,0.001486,0.001486,0.001486
303,61557.2,1.02023,0.51359,1.01369,0.85423,0.83194,0.87841,0.5624,0.74263,0.48533,0.93406,0.00145771,0.00145771,0.00145771
304,61760.2,1.01542,0.5189,1.0211,0.85465,0.83116,0.87866,0.56256,0.74242,0.48539,0.93395,0.00142943,0.00142943,0.00142943
305,61963,1.01064,0.51991,1.01554,0.85445,0.83159,0.87865,0.56254,0.74239,0.48546,0.93389,0.00140114,0.00140114,0.00140114
306,62166.5,1.03007,0.52296,1.01853,0.8546,0.83155,0.87869,0.56278,0.74215,0.48538,0.93383,0.00137286,0.00137286,0.00137286
307,62370.1,1.01339,0.51968,1.01558,0.8556,0.832,0.87937,0.56293,0.74193,0.4856,0.9338,0.00134457,0.00134457,0.00134457
308,62573,1.02234,0.51828,1.01753,0.85481,0.83401,0.87945,0.56315,0.74206,0.48585,0.93373,0.00131629,0.00131629,0.00131629
309,62776.2,1.01607,0.51816,1.00907,0.85514,0.83406,0.87918,0.5635,0.7419,0.48561,0.9336,0.001288,0.001288,0.001288
310,62979.2,1.01555,0.51861,1.01639,0.85512,0.83349,0.87892,0.56288,0.74179,0.48557,0.93351,0.00125971,0.00125971,0.00125971
311,63182.3,1.0072,0.51826,1.01639,0.85774,0.83059,0.87968,0.56297,0.7417,0.48524,0.93344,0.00123143,0.00123143,0.00123143
312,63386.1,1.01631,0.51814,1.01186,0.85785,0.83043,0.87969,0.56328,0.74152,0.48534,0.93336,0.00120314,0.00120314,0.00120314
313,63589.5,1.01699,0.51718,1.01747,0.85712,0.82923,0.87904,0.56323,0.74147,0.48537,0.9333,0.00117486,0.00117486,0.00117486
314,63793.2,1.01549,0.5146,1.01442,0.85919,0.83,0.88044,0.56322,0.74143,0.48515,0.93322,0.00114657,0.00114657,0.00114657
315,63997.4,1.00385,0.5154,1.01629,0.858,0.83067,0.87995,0.56301,0.74136,0.48513,0.93317,0.00111829,0.00111829,0.00111829
316,64199.8,1.01386,0.5144,1.01459,0.85906,0.83043,0.88047,0.56335,0.74132,0.48503,0.93313,0.00109,0.00109,0.00109
317,64402.6,1.01248,0.51177,1.01056,0.85836,0.83029,0.87989,0.5632,0.74108,0.48517,0.93303,0.00106171,0.00106171,0.00106171
318,64606.5,1.00946,0.5217,1.01083,0.85872,0.83208,0.87992,0.56358,0.74107,0.48529,0.933,0.00103343,0.00103343,0.00103343
319,64809.7,1.01626,0.52011,1.01509,0.85814,0.82992,0.87941,0.56331,0.74099,0.48524,0.93291,0.00100514,0.00100514,0.00100514
320,65012.3,1.00443,0.51298,1.01111,0.85827,0.83237,0.87968,0.56366,0.74079,0.48509,0.93283,0.000976857,0.000976857,0.000976857
321,65215.6,0.9908,0.50233,1.00919,0.85879,0.83056,0.87936,0.56355,0.74057,0.48498,0.9328,0.000948571,0.000948571,0.000948571
322,65419.1,1.00512,0.51134,1.0167,0.85916,0.83108,0.87945,0.56378,0.74047,0.48531,0.93269,0.000920286,0.000920286,0.000920286
323,65621.4,0.99032,0.50714,1.00903,0.85938,0.8313,0.87965,0.56379,0.74033,0.48536,0.93259,0.000892,0.000892,0.000892
324,65824.8,1.00781,0.51072,1.01408,0.85871,0.83254,0.87937,0.56397,0.74032,0.48525,0.9326,0.000863714,0.000863714,0.000863714
325,66028.2,0.99905,0.51088,1.01158,0.85881,0.83253,0.87935,0.56388,0.74012,0.48529,0.93252,0.000835429,0.000835429,0.000835429
326,66231.2,0.99586,0.5119,1.01178,0.85877,0.83266,0.87944,0.56411,0.74013,0.48516,0.93248,0.000807143,0.000807143,0.000807143
327,66434.7,1.01073,0.5173,1.01426,0.85814,0.83361,0.87944,0.56394,0.73995,0.48509,0.93244,0.000778857,0.000778857,0.000778857
328,66637.8,1.00752,0.51096,1.014,0.8589,0.8323,0.87874,0.56385,0.73984,0.4854,0.93239,0.000750571,0.000750571,0.000750571
329,66839.9,0.99402,0.50558,1.00902,0.85883,0.83199,0.87861,0.56377,0.73979,0.48589,0.93235,0.000722286,0.000722286,0.000722286
330,67043.5,0.9988,0.50471,1.01193,0.85938,0.83119,0.87894,0.56372,0.73966,0.48601,0.93229,0.000694,0.000694,0.000694
331,67246.5,1.0035,0.5055,1.01285,0.85897,0.83217,0.87928,0.56356,0.73964,0.48611,0.93226,0.000665714,0.000665714,0.000665714
332,67450.6,1.00067,0.51008,1.01251,0.85761,0.83066,0.87891,0.56372,0.73958,0.48634,0.93219,0.000637429,0.000637429,0.000637429
333,67653.8,0.9897,0.4989,1.00751,0.85835,0.83156,0.87976,0.56398,0.73953,0.48661,0.93222,0.000609143,0.000609143,0.000609143
334,67857,0.99837,0.50807,1.01473,0.85822,0.83194,0.87986,0.56404,0.73957,0.48674,0.93214,0.000580857,0.000580857,0.000580857
335,68060,0.99281,0.5029,1.00556,0.85817,0.83193,0.88037,0.56449,0.73951,0.48694,0.93208,0.000552571,0.000552571,0.000552571
336,68263.3,0.9984,0.51097,1.01051,0.85796,0.83342,0.88015,0.5641,0.73945,0.48684,0.93194,0.000524286,0.000524286,0.000524286
337,68465.6,0.9928,0.50468,1.00939,0.85914,0.83481,0.88102,0.56451,0.73943,0.4873,0.93194,0.000496,0.000496,0.000496
338,68669.2,0.99044,0.50598,1.01145,0.85845,0.83316,0.88044,0.56448,0.7395,0.48758,0.9319,0.000467714,0.000467714,0.000467714
339,68872.5,0.99747,0.50842,1.00816,0.85951,0.83416,0.88108,0.56451,0.73943,0.48726,0.93187,0.000439429,0.000439429,0.000439429
340,69075.3,0.98823,0.49998,1.0101,0.85956,0.83524,0.8811,0.56445,0.73946,0.48732,0.93181,0.000411143,0.000411143,0.000411143
341,69281.8,1.00403,0.50183,1.03955,0.85958,0.83477,0.88137,0.56464,0.73933,0.48728,0.93176,0.000382857,0.000382857,0.000382857
342,69481,0.99676,0.49942,1.03346,0.85943,0.83472,0.88146,0.56461,0.73927,0.48741,0.93168,0.000354571,0.000354571,0.000354571
343,69681.4,1.00244,0.50055,1.03913,0.85954,0.83597,0.88157,0.56455,0.73917,0.4873,0.93161,0.000326286,0.000326286,0.000326286
344,69880.3,0.99485,0.4991,1.03226,0.85944,0.83602,0.88159,0.56466,0.73923,0.48711,0.93154,0.000298,0.000298,0.000298
345,70080.3,0.99275,0.50061,1.03299,0.8597,0.83425,0.88161,0.56494,0.73907,0.4875,0.93148,0.000269714,0.000269714,0.000269714
346,70279.4,0.9882,0.49712,1.03391,0.85965,0.83515,0.88189,0.56513,0.73901,0.48752,0.93141,0.000241429,0.000241429,0.000241429
347,70480.4,0.99875,0.49766,1.03584,0.85971,0.83518,0.88162,0.56507,0.73884,0.48755,0.93141,0.000213143,0.000213143,0.000213143
348,70679.4,0.9915,0.49431,1.03439,0.85951,0.83537,0.88183,0.56554,0.73869,0.48776,0.93136,0.000184857,0.000184857,0.000184857
349,70878.8,0.9865,0.49596,1.02912,0.85954,0.83452,0.88138,0.56554,0.73861,0.48794,0.9313,0.000156571,0.000156571,0.000156571
350,71079.4,0.98828,0.49674,1.03081,0.86046,0.83497,0.8821,0.56568,0.73846,0.48787,0.93122,0.000128286,0.000128286,0.000128286
